epoch,train_Acc,train_F1,train_Prec,train_Rec,train_Loss,val_Acc,val_F1,val_Prec,val_Rec,val_Loss
1,0.2667740285396576,0.2622086703777313,0.26722240447998047,0.26420778036117554,6.483477832038622,0.2717948853969574,0.23173391819000244,0.2927563786506653,0.2699849307537079,6.812208576691456
2,0.2941492199897766,0.29229170083999634,0.2930331826210022,0.2919439971446991,5.317666993240995,0.30512821674346924,0.26259297132492065,0.3352208733558655,0.29737091064453125,6.596779408821693
3,0.31293612718582153,0.31083184480667114,0.3122102916240692,0.3104686737060547,4.843689029855365,0.30512821674346924,0.25445830821990967,0.33391883969306946,0.29802584648132324,6.482488956818214
4,0.3274288773536682,0.32314929366111755,0.32296454906463623,0.32358887791633606,4.64847225971396,0.3025641143321991,0.26289117336273193,0.3063235580921173,0.2965872883796692,5.608232507950221
5,0.35104671120643616,0.3473833501338959,0.3479238450527191,0.34739619493484497,4.1431632308120445,0.30000001192092896,0.25104624032974243,0.3106560707092285,0.2896372377872467,5.715178449337299
6,0.3612453043460846,0.3585575222969055,0.3592350482940674,0.3584275543689728,3.927059361708145,0.3076923191547394,0.2542882561683655,0.3222093880176544,0.29568254947662354,5.853773362819965
7,0.3617820739746094,0.35788601636886597,0.35853976011276245,0.3577128052711487,3.7510269636501246,0.31282052397727966,0.2661657929420471,0.34476011991500854,0.30287909507751465,5.5226849482609675
8,0.3633923828601837,0.36127427220344543,0.36091017723083496,0.3617808222770691,3.7721521165891803,0.33076924085617065,0.2824557423591614,0.3302396237850189,0.3161293864250183,5.3898791496570295
9,0.38432636857032776,0.3815522789955139,0.3820582926273346,0.38118472695350647,3.5705594876986066,0.34871795773506165,0.29247671365737915,0.34899118542671204,0.33102747797966003,5.222625149213351
10,0.3805689811706543,0.3794187009334564,0.38066673278808594,0.37896808981895447,3.4570798658262447,0.3410256505012512,0.285212904214859,0.33778026700019836,0.324629008769989,5.322744989395142
11,0.4117015600204468,0.4089406132698059,0.4094754457473755,0.40873631834983826,3.218337085000047,0.36153846979141235,0.31558263301849365,0.3483223021030426,0.34531474113464355,4.7262072636530945
12,0.3913043439388275,0.3883844017982483,0.38877373933792114,0.38822633028030396,3.1579624184727733,0.34871795773506165,0.3019903600215912,0.3399113118648529,0.3330436944961548,4.738622557811248
13,0.3687600791454315,0.36746159195899963,0.36779290437698364,0.36745715141296387,3.259706481003467,0.3384615480899811,0.2921607494354248,0.34172630310058594,0.3242350220680237,4.871444843976926
